currency,base_currency,currency_name,exchange_rate,date,currency_pair
PLN,EUR,Polish Zloty,4.5337,2023-10-12,EUR/PLN
GBP,EUR,British Pound Sterling,0.8499,2009-06-11,EUR/GBP
TRY,EUR,Turkish Lira,37.109234,2024-10-19,EUR/TRY
DKK,EUR,Danish Krone,7.459109,2024-05-30,EUR/DKK
CAD,EUR,Canadian Dollar,1.505815,2024-09-23,EUR/CAD
DKK,EUR,Danish Krone,7.4368,2017-03-30,EUR/DKK
AUD,EUR,Australian Dollar,1.615995,2024-09-28,EUR/AUD
GBP,EUR,British Pound Sterling,0.8075,2012-10-05,EUR/GBP
TRY,EUR,Turkish Lira,36.712417,2025-01-06,EUR/TRY
USD,EUR,United States Dollar,1.3025,2013-03-04,EUR/USD
GBP,EUR,British Pound Sterling,0.6869,2005-05-17,EUR/GBP
CHF,EUR,Swiss Franc,1.04884,2015-04-28,EUR/CHF
NOK,EUR,Norwegian Krone,10.34554,2021-01-24,EUR/NOK
ZAR,EUR,South African Rand,16.7788,2021-06-01,EUR/ZAR
TRY,EUR,Turkish Lira,46.659846,2025-06-28,EUR/TRY
SEK,EUR,Swedish Krona,9.56826,2017-03-09,EUR/SEK
JPY,EUR,Japanese Yen,156.82,2008-09-03,EUR/JPY
HKD,EUR,Hong Kong Dollar,8.6265,2023-04-12,EUR/HKD
CZK,EUR,Czech Republic Koruna,25.8028,2018-10-15,EUR/CZK
DKK,EUR,Danish Krone,7.4404,2017-11-14,EUR/DKK
MXN,EUR,Mexican Peso,18.408,2014-03-12,EUR/MXN
PLN,EUR,Polish Zloty,4.243986,2025-06-28,EUR/PLN
USD,EUR,United States Dollar,1.13244,2015-02-09,EUR/USD
ZAR,EUR,South African Rand,20.349619,2024-02-07,EUR/ZAR
GBP,EUR,British Pound Sterling,0.922,2009-03-16,EUR/GBP
JPY,EUR,Japanese Yen,187.077403,2026-04-22,EUR/JPY
DKK,EUR,Danish Krone,7.4516,2023-04-17,EUR/DKK
CZK,EUR,Czech Republic Koruna,26.1206,2020-11-26,EUR/CZK
CAD,EUR,Canadian Dollar,1.5611,2004-10-22,EUR/CAD
PLN,EUR,Polish Zloty,4.243905,2025-06-29,EUR/PLN
USD,EUR,United States Dollar,1.4677,2007-11-09,EUR/USD
USD,EUR,United States Dollar,1.1939,2005-07-01,EUR/USD
SGD,EUR,Singapore Dollar,1.460161,2024-04-09,EUR/SGD
SEK,EUR,Swedish Krona,10.3228,2020-08-20,EUR/SEK
CAD,EUR,Canadian Dollar,1.469913,2024-03-21,EUR/CAD
USD,EUR,United States Dollar,1.3353,2007-04-09,EUR/USD
CHF,EUR,Swiss Franc,0.986922,2024-05-17,EUR/CHF
CAD,EUR,Canadian Dollar,1.48267,2023-07-17,EUR/CAD
GBP,EUR,British Pound Sterling,0.8466,2013-10-04,EUR/GBP
CAD,EUR,Canadian Dollar,1.5186,2020-04-27,EUR/CAD
NZD,EUR,New Zealand Dollar,2.017778,2026-01-18,EUR/NZD
USD,EUR,United States Dollar,1.0794,2024-02-02,EUR/USD
DKK,EUR,Danish Krone,7.468786,2026-02-03,EUR/DKK
NZD,EUR,New Zealand Dollar,1.42938,2015-03-24,EUR/NZD
AUD,EUR,Australian Dollar,1.62278,2020-11-05,EUR/AUD
USD,EUR,United States Dollar,1.05399,2022-05-05,EUR/USD
HKD,EUR,Hong Kong Dollar,9.5893,2012-08-08,EUR/HKD
SEK,EUR,Swedish Krona,9.6324,2017-07-11,EUR/SEK
NZD,EUR,New Zealand Dollar,1.8873,2010-04-19,EUR/NZD
JPY,EUR,Japanese Yen,132.298,2017-12-15,EUR/JPY
DKK,EUR,Danish Krone,7.47271,2020-03-02,EUR/DKK
ZAR,EUR,South African Rand,16.88586,2021-07-09,EUR/ZAR
SGD,EUR,Singapore Dollar,1.41495,2022-11-21,EUR/SGD
AUD,EUR,Australian Dollar,1.4445,2014-08-11,EUR/AUD
DKK,EUR,Danish Krone,7.454038,2024-03-06,EUR/DKK
SGD,EUR,Singapore Dollar,1.6153,2018-04-20,EUR/SGD
PLN,EUR,Polish Zloty,4.2883,2018-11-15,EUR/PLN
HKD,EUR,Hong Kong Dollar,9.91,2010-08-13,EUR/HKD
DKK,EUR,Danish Krone,7.44723,2020-08-13,EUR/DKK
MXN,EUR,Mexican Peso,18.63533,2015-09-21,EUR/MXN
JPY,EUR,Japanese Yen,186.349239,2026-04-28,EUR/JPY
CNY,EUR,Chinese Yuan,7.8261,2019-06-07,EUR/CNY
JPY,EUR,Japanese Yen,131.82,2005-06-21,EUR/JPY
USD,EUR,United States Dollar,1.2313,2012-07-09,EUR/USD
GBP,EUR,British Pound Sterling,0.8238,2014-02-25,EUR/GBP
CAD,EUR,Canadian Dollar,1.47937,2016-03-25,EUR/CAD
CHF,EUR,Swiss Franc,1.09369,2019-11-15,EUR/CHF
AUD,EUR,Australian Dollar,1.3078,2011-12-06,EUR/AUD
NOK,EUR,Norwegian Krone,11.419988,2025-03-21,EUR/NOK
NZD,EUR,New Zealand Dollar,1.5943,2012-01-11,EUR/NZD
CZK,EUR,Czech Republic Koruna,26.8793,2017-04-19,EUR/CZK
AUD,EUR,Australian Dollar,1.7007,2008-08-14,EUR/AUD
SGD,EUR,Singapore Dollar,1.465103,2024-07-21,EUR/SGD
PLN,EUR,Polish Zloty,4.3272,2016-03-01,EUR/PLN
NOK,EUR,Norwegian Krone,8.80177,2017-02-21,EUR/NOK
AUD,EUR,Australian Dollar,1.665879,2025-01-18,EUR/AUD
CAD,EUR,Canadian Dollar,1.46779,2021-06-23,EUR/CAD
CAD,EUR,Canadian Dollar,1.50014,2021-04-15,EUR/CAD
CAD,EUR,Canadian Dollar,1.495404,2024-12-15,EUR/CAD
AUD,EUR,Australian Dollar,1.3235,2011-01-04,EUR/AUD
HKD,EUR,Hong Kong Dollar,11.2217,2011-07-29,EUR/HKD
MXN,EUR,Mexican Peso,18.28727,2015-12-07,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.485367,2024-02-26,EUR/HKD
USD,EUR,United States Dollar,1.4601,2008-09-26,EUR/USD
MXN,EUR,Mexican Peso,21.54128,2019-04-02,EUR/MXN
CAD,EUR,Canadian Dollar,1.42739,2016-12-05,EUR/CAD
JPY,EUR,Japanese Yen,135.49,2005-05-13,EUR/JPY
ZAR,EUR,South African Rand,15.927,2020-01-07,EUR/ZAR
PLN,EUR,Polish Zloty,4.4903,2021-05-20,EUR/PLN
HKD,EUR,Hong Kong Dollar,8.08125,2022-08-10,EUR/HKD
AUD,EUR,Australian Dollar,1.6357,2007-11-14,EUR/AUD
JPY,EUR,Japanese Yen,155.18,2008-09-23,EUR/JPY
GBP,EUR,British Pound Sterling,0.688,2006-06-23,EUR/GBP
HKD,EUR,Hong Kong Dollar,8.7365,2017-05-25,EUR/HKD
JPY,EUR,Japanese Yen,132.64,2017-11-01,EUR/JPY
SGD,EUR,Singapore Dollar,1.53885,2021-12-07,EUR/SGD
PLN,EUR,Polish Zloty,4.268154,2025-08-29,EUR/PLN
SGD,EUR,Singapore Dollar,1.4925,2017-04-06,EUR/SGD
PLN,EUR,Polish Zloty,4.4465,2023-07-19,EUR/PLN
GBP,EUR,British Pound Sterling,0.8019,2008-09-09,EUR/GBP
USD,EUR,United States Dollar,1.04178,2016-12-28,EUR/USD
USD,EUR,United States Dollar,1.2465,2012-06-27,EUR/USD
AUD,EUR,Australian Dollar,1.668628,2026-04-05,EUR/AUD
JPY,EUR,Japanese Yen,124.681,2019-01-07,EUR/JPY
MXN,EUR,Mexican Peso,18.16815,2014-02-10,EUR/MXN
AUD,EUR,Australian Dollar,1.650639,2024-02-18,EUR/AUD
HKD,EUR,Hong Kong Dollar,8.440767,2024-06-07,EUR/HKD
DKK,EUR,Danish Krone,7.47238,2020-03-03,EUR/DKK
NOK,EUR,Norwegian Krone,10.14022,2022-01-24,EUR/NOK
CHF,EUR,Swiss Franc,1.3393,2010-07-14,EUR/CHF
CZK,EUR,Czech Republic Koruna,27.062,2016-06-16,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.357031,2024-06-14,EUR/HKD
GBP,EUR,British Pound Sterling,0.8992,2020-08-11,EUR/GBP
CHF,EUR,Swiss Franc,0.975494,2024-04-13,EUR/CHF
NOK,EUR,Norwegian Krone,9.68654,2021-10-20,EUR/NOK
CHF,EUR,Swiss Franc,1.5853,2006-10-03,EUR/CHF
SEK,EUR,Swedish Krona,9.93703,2017-12-21,EUR/SEK
JPY,EUR,Japanese Yen,157.66,2008-03-07,EUR/JPY
NZD,EUR,New Zealand Dollar,1.7558,2011-07-01,EUR/NZD
CAD,EUR,Canadian Dollar,1.46812,2017-09-18,EUR/CAD
AUD,EUR,Australian Dollar,1.62435,2018-12-28,EUR/AUD
USD,EUR,United States Dollar,1.348,2013-11-21,EUR/USD
CHF,EUR,Swiss Franc,1.2152,2011-09-20,EUR/CHF
CAD,EUR,Canadian Dollar,1.4058,2011-10-13,EUR/CAD
CZK,EUR,Czech Republic Koruna,25.3801,2021-08-15,EUR/CZK
ZAR,EUR,South African Rand,14.8374,2018-01-30,EUR/ZAR
ZAR,EUR,South African Rand,13.1112,2015-04-29,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.67131,2022-01-18,EUR/NZD
JPY,EUR,Japanese Yen,161.61378,2025-01-29,EUR/JPY
CAD,EUR,Canadian Dollar,1.4398,2006-05-18,EUR/CAD
AUD,EUR,Australian Dollar,1.755868,2025-12-08,EUR/AUD
GBP,EUR,British Pound Sterling,0.855314,2024-02-27,EUR/GBP
CNY,EUR,Chinese Yuan,8.233458,2025-12-07,EUR/CNY
GBP,EUR,British Pound Sterling,0.6791,2007-08-24,EUR/GBP
HKD,EUR,Hong Kong Dollar,9.7621,2012-09-03,EUR/HKD
CNY,EUR,Chinese Yuan,7.635682,2024-11-19,EUR/CNY
CNY,EUR,Chinese Yuan,7.787657,2024-06-24,EUR/CNY
AUD,EUR,Australian Dollar,1.792193,2025-06-29,EUR/AUD
CAD,EUR,Canadian Dollar,1.4127,2007-10-02,EUR/CAD
CZK,EUR,Czech Republic Koruna,24.4336,2022-01-30,EUR/CZK
DKK,EUR,Danish Krone,7.4359,2017-07-20,EUR/DKK
SGD,EUR,Singapore Dollar,1.44766,2023-04-05,EUR/SGD
TRY,EUR,Turkish Lira,5.2127,2018-05-30,EUR/TRY
JPY,EUR,Japanese Yen,129.481,2021-11-23,EUR/JPY
PLN,EUR,Polish Zloty,4.298483,2026-03-15,EUR/PLN
NZD,EUR,New Zealand Dollar,1.8003,2010-07-28,EUR/NZD
NOK,EUR,Norwegian Krone,8.17482,2014-09-03,EUR/NOK
SGD,EUR,Singapore Dollar,1.5182,2016-09-20,EUR/SGD
CZK,EUR,Czech Republic Koruna,26.3017,2017-06-05,EUR/CZK
CAD,EUR,Canadian Dollar,1.4217,2010-10-28,EUR/CAD
SEK,EUR,Swedish Krona,10.926792,2025-05-08,EUR/SEK
AUD,EUR,Australian Dollar,1.59113,2018-04-16,EUR/AUD
PLN,EUR,Polish Zloty,4.2501,2014-12-18,EUR/PLN
ZAR,EUR,South African Rand,15.6495,2016-07-28,EUR/ZAR
MXN,EUR,Mexican Peso,23.4674,2021-09-15,EUR/MXN
JPY,EUR,Japanese Yen,148.39,2006-08-15,EUR/JPY
DKK,EUR,Danish Krone,7.4508,2023-08-02,EUR/DKK
PLN,EUR,Polish Zloty,4.3063,2016-10-04,EUR/PLN
SEK,EUR,Swedish Krona,9.48935,2017-01-20,EUR/SEK
SEK,EUR,Swedish Krona,11.07761,2023-02-24,EUR/SEK
CHF,EUR,Swiss Franc,1.5844,2008-03-03,EUR/CHF
CNY,EUR,Chinese Yuan,7.6407,2020-02-26,EUR/CNY
NZD,EUR,New Zealand Dollar,1.67908,2018-06-07,EUR/NZD
NOK,EUR,Norwegian Krone,10.92908,2023-02-09,EUR/NOK
JPY,EUR,Japanese Yen,155.95,2023-10-03,EUR/JPY
AUD,EUR,Australian Dollar,1.4266,2014-10-30,EUR/AUD
TRY,EUR,Turkish Lira,41.346309,2025-03-29,EUR/TRY
ZAR,EUR,South African Rand,15.7802,2019-07-29,EUR/ZAR
SEK,EUR,Swedish Krona,11.508485,2025-01-11,EUR/SEK
JPY,EUR,Japanese Yen,156.17,2007-03-20,EUR/JPY
AUD,EUR,Australian Dollar,1.6854,2006-10-10,EUR/AUD
JPY,EUR,Japanese Yen,144.432,2022-11-14,EUR/JPY
CAD,EUR,Canadian Dollar,1.5167,2009-12-21,EUR/CAD
TRY,EUR,Turkish Lira,6.6969,2018-10-15,EUR/TRY
ZAR,EUR,South African Rand,17.0355,2021-06-22,EUR/ZAR
MXN,EUR,Mexican Peso,17.37213,2015-07-02,EUR/MXN
AUD,EUR,Australian Dollar,1.6379,2024-06-04,EUR/AUD
JPY,EUR,Japanese Yen,133.13,2005-01-18,EUR/JPY
CZK,EUR,Czech Republic Koruna,24.217157,2026-06-03,EUR/CZK
PLN,EUR,Polish Zloty,4.1921,2018-04-03,EUR/PLN
GBP,EUR,British Pound Sterling,0.73877,2015-10-05,EUR/GBP
TRY,EUR,Turkish Lira,2.8845,2015-04-16,EUR/TRY
NZD,EUR,New Zealand Dollar,1.6361,2012-01-05,EUR/NZD
NZD,EUR,New Zealand Dollar,1.898721,2025-03-16,EUR/NZD
CAD,EUR,Canadian Dollar,1.4608,2008-02-07,EUR/CAD
HKD,EUR,Hong Kong Dollar,10.2217,2009-04-10,EUR/HKD
CNY,EUR,Chinese Yuan,8.328221,2025-09-26,EUR/CNY
CNY,EUR,Chinese Yuan,7.690589,2024-10-26,EUR/CNY
HKD,EUR,Hong Kong Dollar,8.6943,2015-06-29,EUR/HKD
HKD,EUR,Hong Kong Dollar,9.737,2012-06-21,EUR/HKD
NZD,EUR,New Zealand Dollar,1.7487,2011-11-29,EUR/NZD
CAD,EUR,Canadian Dollar,1.3912,2006-01-27,EUR/CAD
USD,EUR,United States Dollar,1.158347,2025-11-12,EUR/USD
NZD,EUR,New Zealand Dollar,1.63494,2021-02-24,EUR/NZD
GBP,EUR,British Pound Sterling,0.87026,2023-11-23,EUR/GBP
JPY,EUR,Japanese Yen,132.407,2017-10-31,EUR/JPY
SGD,EUR,Singapore Dollar,1.626,2018-03-05,EUR/SGD
CZK,EUR,Czech Republic Koruna,25.3969,2018-03-05,EUR/CZK
GBP,EUR,British Pound Sterling,0.850992,2025-04-06,EUR/GBP
NZD,EUR,New Zealand Dollar,1.7333,2011-10-17,EUR/NZD
NZD,EUR,New Zealand Dollar,1.990975,2026-05-01,EUR/NZD
GBP,EUR,British Pound Sterling,0.8015,2014-08-19,EUR/GBP
TRY,EUR,Turkish Lira,35.119289,2024-06-26,EUR/TRY
JPY,EUR,Japanese Yen,139.109,2023-01-18,EUR/JPY
TRY,EUR,Turkish Lira,4.4927,2018-01-05,EUR/TRY
CHF,EUR,Swiss Franc,0.925648,2026-06-20,EUR/CHF
CAD,EUR,Canadian Dollar,1.42663,2016-11-21,EUR/CAD
NZD,EUR,New Zealand Dollar,1.9071,2010-03-19,EUR/NZD
USD,EUR,United States Dollar,1.08792,2015-07-16,EUR/USD
CHF,EUR,Swiss Franc,1.17358,2018-03-19,EUR/CHF
DKK,EUR,Danish Krone,7.45833,2015-11-20,EUR/DKK
ZAR,EUR,South African Rand,20.584139,2025-07-20,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.952302,2026-06-01,EUR/NZD
TRY,EUR,Turkish Lira,50.244299,2026-01-15,EUR/TRY
USD,EUR,United States Dollar,1.21075,2021-01-27,EUR/USD
JPY,EUR,Japanese Yen,126.254,2021-01-04,EUR/JPY
CZK,EUR,Czech Republic Koruna,24.5864,2022-05-31,EUR/CZK
PLN,EUR,Polish Zloty,4.2739,2018-08-02,EUR/PLN
NOK,EUR,Norwegian Krone,11.824209,2025-07-14,EUR/NOK
GBP,EUR,British Pound Sterling,0.8515,2013-10-24,EUR/GBP
DKK,EUR,Danish Krone,7.45995,2015-05-29,EUR/DKK
USD,EUR,United States Dollar,1.10309,2015-03-05,EUR/USD
CNY,EUR,Chinese Yuan,8.1173,2013-08-13,EUR/CNY
ZAR,EUR,South African Rand,15.838,2019-07-04,EUR/ZAR
USD,EUR,United States Dollar,1.3737,2010-02-10,EUR/USD
ZAR,EUR,South African Rand,16.2112,2018-12-11,EUR/ZAR
CHF,EUR,Swiss Franc,1.2845,2011-04-25,EUR/CHF
ZAR,EUR,South African Rand,17.1992,2016-02-17,EUR/ZAR
ZAR,EUR,South African Rand,14.8858,2018-01-19,EUR/ZAR
CNY,EUR,Chinese Yuan,7.700804,2023-12-03,EUR/CNY
NZD,EUR,New Zealand Dollar,1.6385,2014-02-17,EUR/NZD
GBP,EUR,British Pound Sterling,0.87623,2020-05-11,EUR/GBP
NZD,EUR,New Zealand Dollar,1.80194,2024-04-28,EUR/NZD
NZD,EUR,New Zealand Dollar,1.66443,2015-10-15,EUR/NZD
PLN,EUR,Polish Zloty,4.7088,2023-01-26,EUR/PLN
CNY,EUR,Chinese Yuan,7.7261,2019-01-21,EUR/CNY
HKD,EUR,Hong Kong Dollar,10.1012,2013-07-10,EUR/HKD
NOK,EUR,Norwegian Krone,9.6453,2018-01-10,EUR/NOK
MXN,EUR,Mexican Peso,22.7702,2018-04-19,EUR/MXN
TRY,EUR,Turkish Lira,31.581775,2023-12-15,EUR/TRY
CZK,EUR,Czech Republic Koruna,24.925095,2025-05-07,EUR/CZK
AUD,EUR,Australian Dollar,1.65204,2024-08-23,EUR/AUD
USD,EUR,United States Dollar,1.3866,2011-03-02,EUR/USD
HKD,EUR,Hong Kong Dollar,10.9929,2007-10-16,EUR/HKD
NZD,EUR,New Zealand Dollar,1.56977,2017-07-06,EUR/NZD
SEK,EUR,Swedish Krona,9.28,2016-01-26,EUR/SEK
DKK,EUR,Danish Krone,7.444,2020-07-20,EUR/DKK
ZAR,EUR,South African Rand,16.4566,2017-10-31,EUR/ZAR
NOK,EUR,Norwegian Krone,9.8892,2021-10-05,EUR/NOK
USD,EUR,United States Dollar,1.3701,2011-09-20,EUR/USD
JPY,EUR,Japanese Yen,124.705,2020-07-31,EUR/JPY
TRY,EUR,Turkish Lira,41.384344,2025-03-30,EUR/TRY
MXN,EUR,Mexican Peso,19.97273,2016-01-17,EUR/MXN
CHF,EUR,Swiss Franc,1.2186,2014-03-19,EUR/CHF
CHF,EUR,Swiss Franc,1.6098,2008-07-16,EUR/CHF
PLN,EUR,Polish Zloty,4.373626,2023-11-24,EUR/PLN
SGD,EUR,Singapore Dollar,1.56552,2020-06-30,EUR/SGD
MXN,EUR,Mexican Peso,20.9172,2022-06-06,EUR/MXN
CAD,EUR,Canadian Dollar,1.4072,2007-11-12,EUR/CAD
SEK,EUR,Swedish Krona,10.931661,2025-09-15,EUR/SEK
HKD,EUR,Hong Kong Dollar,9.175,2018-07-23,EUR/HKD
TRY,EUR,Turkish Lira,6.2598,2019-08-19,EUR/TRY
PLN,EUR,Polish Zloty,4.23362,2025-11-27,EUR/PLN
GBP,EUR,British Pound Sterling,0.88808,2019-06-06,EUR/GBP
NZD,EUR,New Zealand Dollar,1.76477,2020-09-07,EUR/NZD
CAD,EUR,Canadian Dollar,1.46006,2019-10-07,EUR/CAD
CHF,EUR,Swiss Franc,1.1284,2018-09-13,EUR/CHF
HKD,EUR,Hong Kong Dollar,10.1113,2012-09-18,EUR/HKD
CNY,EUR,Chinese Yuan,8.1857,2012-01-19,EUR/CNY
CZK,EUR,Czech Republic Koruna,26.8348,2020-10-01,EUR/CZK
DKK,EUR,Danish Krone,7.43928,2022-03-24,EUR/DKK
TRY,EUR,Turkish Lira,3.2888,2016-06-02,EUR/TRY
TRY,EUR,Turkish Lira,45.386733,2025-06-12,EUR/TRY
MXN,EUR,Mexican Peso,23.8936,2021-04-04,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.31123,2022-12-29,EUR/HKD
GBP,EUR,British Pound Sterling,0.6993,2007-10-18,EUR/GBP
USD,EUR,United States Dollar,1.23421,2018-03-21,EUR/USD
CHF,EUR,Swiss Franc,1.2974,2010-09-13,EUR/CHF
NZD,EUR,New Zealand Dollar,1.579,2012-09-19,EUR/NZD
CNY,EUR,Chinese Yuan,9.6162,2009-06-09,EUR/CNY
MXN,EUR,Mexican Peso,24.1212,2021-03-30,EUR/MXN
PLN,EUR,Polish Zloty,4.278011,2024-09-29,EUR/PLN
CZK,EUR,Czech Republic Koruna,27.5566,2020-04-22,EUR/CZK
ZAR,EUR,South African Rand,17.11866,2022-03-01,EUR/ZAR
CHF,EUR,Swiss Franc,1.14188,2018-10-04,EUR/CHF
GBP,EUR,British Pound Sterling,0.85537,2023-06-13,EUR/GBP
NZD,EUR,New Zealand Dollar,1.6877,2013-09-03,EUR/NZD
NZD,EUR,New Zealand Dollar,1.5959,2012-10-17,EUR/NZD
NOK,EUR,Norwegian Krone,11.73551,2023-04-26,EUR/NOK
GBP,EUR,British Pound Sterling,0.839814,2025-03-08,EUR/GBP
TRY,EUR,Turkish Lira,31.122532,2023-12-06,EUR/TRY
AUD,EUR,Australian Dollar,1.663195,2026-03-26,EUR/AUD
USD,EUR,United States Dollar,1.125397,2025-05-09,EUR/USD
DKK,EUR,Danish Krone,7.4522,2020-06-30,EUR/DKK
NZD,EUR,New Zealand Dollar,1.68677,2019-07-30,EUR/NZD
ZAR,EUR,South African Rand,16.6233,2018-10-15,EUR/ZAR
CNY,EUR,Chinese Yuan,9.3001,2011-05-06,EUR/CNY
CAD,EUR,Canadian Dollar,1.44788,2016-06-13,EUR/CAD
CNY,EUR,Chinese Yuan,7.5019,2014-12-31,EUR/CNY
USD,EUR,United States Dollar,1.4355,2011-08-22,EUR/USD
ZAR,EUR,South African Rand,20.705862,2025-07-24,EUR/ZAR
CNY,EUR,Chinese Yuan,7.5373,2018-06-11,EUR/CNY
GBP,EUR,British Pound Sterling,0.7342,2015-09-04,EUR/GBP
CZK,EUR,Czech Republic Koruna,23.8103,2023-01-23,EUR/CZK
SEK,EUR,Swedish Krona,10.16109,2021-02-01,EUR/SEK
CHF,EUR,Swiss Franc,1.6534,2007-05-16,EUR/CHF
JPY,EUR,Japanese Yen,173.301329,2025-09-12,EUR/JPY
NZD,EUR,New Zealand Dollar,1.984488,2026-03-14,EUR/NZD
MXN,EUR,Mexican Peso,23.553,2021-10-27,EUR/MXN
CHF,EUR,Swiss Franc,0.942367,2023-12-21,EUR/CHF
CNY,EUR,Chinese Yuan,7.908585,2026-03-15,EUR/CNY
NZD,EUR,New Zealand Dollar,1.5868,2013-02-27,EUR/NZD
DKK,EUR,Danish Krone,7.43374,2017-03-03,EUR/DKK
USD,EUR,United States Dollar,1.2465,2012-06-11,EUR/USD
CAD,EUR,Canadian Dollar,1.4547,2013-12-25,EUR/CAD
CAD,EUR,Canadian Dollar,1.602,2005-02-15,EUR/CAD
CZK,EUR,Czech Republic Koruna,25.4876,2018-01-11,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.7946,2015-02-24,EUR/HKD
CAD,EUR,Canadian Dollar,1.2864,2012-06-11,EUR/CAD
ZAR,EUR,South African Rand,15.1386,2016-08-05,EUR/ZAR
GBP,EUR,British Pound Sterling,0.8341,2012-03-01,EUR/GBP
HKD,EUR,Hong Kong Dollar,9.112723,2026-03-10,EUR/HKD
SEK,EUR,Swedish Krona,9.29748,2016-01-28,EUR/SEK
PLN,EUR,Polish Zloty,4.5938,2021-12-03,EUR/PLN
SGD,EUR,Singapore Dollar,1.476623,2026-06-18,EUR/SGD
ZAR,EUR,South African Rand,19.183574,2026-03-18,EUR/ZAR
TRY,EUR,Turkish Lira,8.91285,2021-03-16,EUR/TRY
CNY,EUR,Chinese Yuan,6.8836,2015-07-27,EUR/CNY
TRY,EUR,Turkish Lira,50.825428,2026-03-19,EUR/TRY
PLN,EUR,Polish Zloty,4.4421,2020-03-16,EUR/PLN
JPY,EUR,Japanese Yen,124.15,2010-02-17,EUR/JPY
CNY,EUR,Chinese Yuan,9.3495,2011-07-26,EUR/CNY
JPY,EUR,Japanese Yen,127.807,2017-06-28,EUR/JPY
CHF,EUR,Swiss Franc,0.96776,2022-10-12,EUR/CHF
PLN,EUR,Polish Zloty,4.2837,2019-02-04,EUR/PLN
TRY,EUR,Turkish Lira,15.4157,2022-02-18,EUR/TRY
SGD,EUR,Singapore Dollar,1.5423,2019-06-24,EUR/SGD
NOK,EUR,Norwegian Krone,10.3611,2021-01-25,EUR/NOK
NOK,EUR,Norwegian Krone,9.78153,2019-05-16,EUR/NOK
PLN,EUR,Polish Zloty,4.314631,2024-04-21,EUR/PLN
USD,EUR,United States Dollar,1.3149,2011-01-05,EUR/USD
AUD,EUR,Australian Dollar,1.54056,2018-05-28,EUR/AUD
CHF,EUR,Swiss Franc,1.2011,2012-05-30,EUR/CHF
ZAR,EUR,South African Rand,15.6759,2016-08-02,EUR/ZAR
DKK,EUR,Danish Krone,7.43568,2021-11-25,EUR/DKK
GBP,EUR,British Pound Sterling,0.683,2005-11-17,EUR/GBP
CHF,EUR,Swiss Franc,1.5809,2006-08-25,EUR/CHF
TRY,EUR,Turkish Lira,3.1941,2016-04-28,EUR/TRY
NZD,EUR,New Zealand Dollar,2.123,2008-09-18,EUR/NZD
CAD,EUR,Canadian Dollar,1.46646,2016-10-28,EUR/CAD
SEK,EUR,Swedish Krona,10.53063,2019-07-25,EUR/SEK
NOK,EUR,Norwegian Krone,10.4248,2022-10-04,EUR/NOK
HKD,EUR,Hong Kong Dollar,8.494734,2024-05-28,EUR/HKD
GBP,EUR,British Pound Sterling,0.79327,2016-06-15,EUR/GBP
PLN,EUR,Polish Zloty,4.6257,2022-02-25,EUR/PLN
GBP,EUR,British Pound Sterling,0.857288,2025-04-19,EUR/GBP
ZAR,EUR,South African Rand,16.2455,2019-10-29,EUR/ZAR
CZK,EUR,Czech Republic Koruna,25.245345,2024-10-25,EUR/CZK
CHF,EUR,Swiss Franc,1.12907,2019-05-13,EUR/CHF
SEK,EUR,Swedish Krona,10.06285,2021-11-16,EUR/SEK
DKK,EUR,Danish Krone,7.4567,2018-08-29,EUR/DKK
CHF,EUR,Swiss Franc,1.5879,2006-09-21,EUR/CHF
USD,EUR,United States Dollar,1.18661,2017-12-21,EUR/USD
CHF,EUR,Swiss Franc,1.2182,2011-12-29,EUR/CHF
NOK,EUR,Norwegian Krone,8.30612,2014-02-18,EUR/NOK
GBP,EUR,British Pound Sterling,0.83683,2022-02-16,EUR/GBP
CAD,EUR,Canadian Dollar,1.47576,2017-11-06,EUR/CAD
CNY,EUR,Chinese Yuan,8.019976,2026-04-08,EUR/CNY
HKD,EUR,Hong Kong Dollar,10.1591,2013-06-05,EUR/HKD
GBP,EUR,British Pound Sterling,0.85937,2022-08-30,EUR/GBP
CAD,EUR,Canadian Dollar,1.482646,2025-01-09,EUR/CAD
CNY,EUR,Chinese Yuan,7.605677,2025-03-03,EUR/CNY
AUD,EUR,Australian Dollar,1.754269,2025-05-11,EUR/AUD
PLN,EUR,Polish Zloty,4.3023,2016-09-29,EUR/PLN
USD,EUR,United States Dollar,1.2751,2014-09-25,EUR/USD
GBP,EUR,British Pound Sterling,0.6941,2004-10-18,EUR/GBP
MXN,EUR,Mexican Peso,21.23556,2025-01-24,EUR/MXN
CZK,EUR,Czech Republic Koruna,27.4233,2014-07-02,EUR/CZK
JPY,EUR,Japanese Yen,124.387,2020-11-10,EUR/JPY
GBP,EUR,British Pound Sterling,0.8674,2022-09-07,EUR/GBP
MXN,EUR,Mexican Peso,23.5937,2021-07-11,EUR/MXN
JPY,EUR,Japanese Yen,133.88,2005-02-04,EUR/JPY
GBP,EUR,British Pound Sterling,0.8611,2009-07-13,EUR/GBP
GBP,EUR,British Pound Sterling,0.857288,2025-04-21,EUR/GBP
